institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
University of Puerto Rico--Arecibo,regional-colleges-south,University of Puerto Rico Arecibo,PR,Arecibo,00614,south,True,public,Unranked,-2,False,,,45,6239,3.7,,,3660,,,,N/A,N/A,"Public, Coed",1967,None,Semester,Urban,N/A,http://www.upra.edu/
University of Puerto Rico--Bayamon,regional-colleges-south,University of Puerto Rico Bayamon University College,PR,Bayamon,00959,south,True,public,Unranked,-2,False,,,70,7999,,,,4189,,,,N/A,N/A,"Public, Coed",1971,None,Semester,Urban,N/A,http://www.uprb.edu/
University of Puerto Rico--Cayey,national-liberal-arts-colleges,University of Puerto Rico Cayey University College,PR,Cayey,00736,,True,public,Unranked,-2,False,,,72,6394,,,,3108,,,,N/A,N/A,"Public, Coed",1967,None,Semester,Suburban,N/A,https://cayey.upr.edu/oficina-de-admisiones/
University of Puerto Rico--Humacao,regional-colleges-south,University of Puerto Rico Humacao,PR,Humacao,00792,south,True,public,Unranked,-2,False,,,42,6049,3.7,,,3300,,,,N/A,N/A,"Public, Coed",1962,None,Semester,Suburban,N/A,//www.uprh.edu/~admision/
University of Puerto Rico--Mayaguez,regional-universities-south,University of Puerto Rico Mayaguez,PR,Mayaguez,00681,south,True,public,Unranked,-2,False,,,64,6049,3.8,,,12287,,,,N/A,N/A,"Private, Coed",1946,None,Semester,City,$21.7 million +,http://www.letu.edu
University of Puerto Rico--Medical Sciences Campus,health,University of Puerto Rico Medical Sciences Campus,PR,San Juan,00936,,True,public,Unranked,-2,False,,,,5796,,,,346,,,,N/A,N/A,"Public, Coed",1966,None,Semester,Urban,N/A,//www.rcm.upr.edu/
University of Puerto Rico--Ponce,national-liberal-arts-colleges,University of Puerto Rico Ponce,PR,Ponce,00732,,True,public,Unranked,-2,False,,,35,6536,3.7,,,2828,,,,N/A,N/A,"Public, Coed",1970,None,Semester,Urban,$0,//www.uprp.edu
University of Puerto Rico--Rio Piedras,national-universities,University of Puerto Rico Rio Piedras,PR,Rio Piedras,00931,,True,public,Unranked,-2,False,,,43,6009,4,,,11657,,,,N/A,N/A,"Public, Coed",1903,None,Semester,City,N/A,//www.uprrp.edu/
University of Puerto Rico--Utuado,regional-colleges-south,,PR,Utuado,00641,south,True,public,Unranked,-2,False,,,40,6182,3,,,842,,,,N/A,N/A,"Public, Coed",1978,None,Semester,Rural,$0,//www.uprutuado.edu
University of Puget Sound,national-liberal-arts-colleges,,WA,Tacoma,98416,,True,private,#89,89,True,25,53,88,51740,3.5,,,2364,,1130,35457.0,1130-1350,25-30,"Private, Coed",1888,None,Semester,Urban,$369.0 million +,http://www.pugetsound.edu
University of Redlands,regional-universities-west,,CA,Redlands,92373,west,True,private,#16,16,False,23,,75,,,,,,,1070,,1070-1250,23-28,"Private, Coed",1907,None,4-1-4,Suburban,N/A,http://www.redlands.edu
University of Regina,unranked,,,"Regina, Saskatchewan",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.uregina.ca
University of Rhode Island,national-universities,URI,RI,Kingston,02881,,True,public,#166,166,True,23,57,71,31686,3.6,2.4,,13865,2.8,1090,40129.0,1090-1260,23-27,"Public, Coed",1892,None,Semester,Rural,$166.2 million,http://www.uri.edu
University of Richmond,national-liberal-arts-colleges,,VA,Univ. of Richmond,23173,,True,private,#23,23,True,30,39,30,54690,,,,3227,3.1,1290,23255.0,1290-1460,30-33,"Private, Coed",1830,None,Semester,Suburban,$2.5 billion +,http://www.richmond.edu
University of Rio Grande,regional-colleges-midwest,,OH,Rio Grande,45674,midwest,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1876,None,Semester,Rural,N/A,http://www.rio.edu
University of Rochester,national-universities,,NY,Rochester,14627,,True,private,#29,29,True,30,54,29,56026,,2.8,,6535,,1320,27892.0,1320-1500,30-34,"Private, Coed",1850,None,Semester,Suburban,$2.3 billion,http://www.rochester.edu
University of Saint Francis,regional-universities-midwest,University of St Francis University of Saint Francis,IN,Fort Wayne,46808,midwest,True,private,#66,66,True,18,85,93,31480,,,,1778,,955,24955.0,955-1150,18-24,"Private, Coed",1890,Roman Catholic,Semester,City,$34.1 million,https://www.sf.edu
University of San Diego,national-universities,,CA,San Diego,92110,,True,private,#91,91,True,25,50,53,51186,3.9,3.6,,5855,3.1,1190,35757.0,1190-1360,25-30,"Private, Coed",1949,Roman Catholic,4-1-4,Urban,$530.0 million,http://www.SanDiego.edu
University of San Francisco,national-universities,USF,CA,San Francisco,94117,,True,private,#97,97,True,23,58,65,50282,3.5,,,6704,2.9,1130,38245.0,1130-1330,23-29,"Private, Coed",1855,Roman Catholic,Semester,Urban,$397.7 million +,http://www.usfca.edu
University of Saskatchewan,unranked,,,"Saskatoon, Saskatchewan",S7N 5,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,http://explore.usask.ca
University of Science and Arts of Oklahoma,national-liberal-arts-colleges,,OK,Chickasha,73018,,True,public,#164-#215,-1,False,19,,48,18900,,,,,,815,,815-1010,19-24,"Public, Coed",1908,None,Trimester,Rural,$25.9 million,http://www.usao.edu
University of Scranton,regional-universities-north,,PA,Scranton,18510,north,True,private,#6,6,False,23,63,73,45790,3.5,2.3,,3729,2.5,1120,46528.0,1120-1280,23-28,"Private, Coed",1888,Roman Catholic,Semester,City,$205.6 million +,//www.scranton.edu
University of Sioux Falls,regional-universities-midwest,,SD,Sioux Falls,57105,midwest,True,private,#102,102,True,20,,91,18910,3.4,,,1319,,1060,,1060-1180,20-25,"Private, Coed",1883, American Baptist,4-1-4,City,$30.4 million +,http://www.usiouxfalls.edu
University of South Alabama,national-universities,,AL,Mobile,36688,,True,public,#293-#381,-1,False,21,,79,20164,3.7,2.6,,10293,2.2,1040,,1040-1240,21-27,"Public, Coed",1963,None,Semester,Suburban,$152.9 million +,http://www.southalabama.edu
University of South Carolina,national-universities,USC,SC,Columbia,29208,,True,public,#104,104,True,25,4,63,33928,4,2.5,,26733,3.6,1190,44080.0,1190-1360,25-30,"Public, Coed",1801,None,Semester,City,$641.5 million,http://www.sc.edu
University of South Carolina--Aiken,regional-colleges-south,University of South Carolina Aiken,SC,Aiken,29801,south,True,public,#13,13,False,17,39,51,21218,3.9,,,3344,2.1,950,29845.0,950-1140,17-22,"Public, Coed",1961,None,Semester,Suburban,$26.6 million,https://www.usca.edu/
University of South Carolina--Beaufort,national-liberal-arts-colleges,University of South Carolina Beaufort,SC,Bluffton,29909,,True,public,#164-#215,-1,False,17,,64,,,,,,,930,,930-1090,17-22,"Public, Coed",1959,None,Semester,Suburban,N/A,http://www.uscb.edu
University of South Carolina--Upstate,regional-colleges-south,University of South Carolina Upstate,SC,Spartanburg,29303,south,True,public,#11,11,True,17,2,51,23536,3.1,,,6036,2.0,920,33131.0,920-1110,17-22,"Public, Coed",1967,None,Semester,City,$9.0 million +,http://www.uscupstate.edu/
University of South Dakota,national-universities,,SD,Vermillion,57069,,True,public,#263,263,True,20,,86,12807,,,,7590,2.5,1030,,1030-1260,20-25,"Public, Coed",1862,None,Semester,Rural,$243.9 million,http://www.usd.edu
University of Southern California,national-universities,USC Southern Cal,CA,Los Angeles,90089,,True,private,#22,22,True,30,34,13,58195,3.8,3.6,,19907,4.1,1350,33512.0,1350-1530,30-34,"Private, Coed",1880,None,Semester,Urban,$5.5 billion +,http://www.usc.edu/
University of Southern Indiana,regional-universities-midwest,,IN,Evansville,47712,midwest,True,public,#105,105,True,19,,95,19957,3.4,2.2,,7513,2.1,980,,980-1180,19-25,"Public, Coed",1965,None,Semester,Suburban,$47.1 million,http://www.usi.edu
University of Southern Maine,regional-universities-north,USM,ME,Portland,04104,north,True,public,#129-#170,-1,False,19,,85,23590,3.2,2.4,,6390,2.1,940,,940-1060,19-25,"Public, Coed",1878,None,Semester,City,$36.7 million +,http://www.usm.maine.edu
University of Southern Mississippi,national-universities,,MS,Hattiesburg,39406,,True,public,#293-#381,-1,False,19,,98,10879,3.4,,,11920,2.4,,,N/A,19-26,"Public, Coed",1910,None,Semester,Suburban,N/A,http://www.usm.edu/admissions
University of South Florida,national-universities,,FL,Tampa,33620,,True,public,#104,104,True,25,26,43,17324,3.9,2.5,,32238,2.8,1170,22828.0,1170-1330,25-29,"Public, Coed",1956,None,Semester,Urban,$444.4 million +,http://www.usf.edu
University of St. Francis,national-universities,University of St Francis University of Saint Francis,IL,Joliet,60435,,True,private,#202,202,True,20,,47,34000,3.4,,,1629,,1030,,1030-1190,20-26,"Private, Coed",1920,Roman Catholic,Semester,Suburban,$19.8 million,http://www.stfrancis.edu
University of St. Joseph,national-universities,St Joseph College Saint Joseph College,CT,West Hartford,06117,,True,private,#147,147,True,20,87,72,40286,3.6,,,903,,1030,28768.0,1030-1210,20-25,"Private, Coed",1932,Roman Catholic,Semester,Suburban,$33.5 million +,http://www.usj.edu
University of St. Katherine,unranked,,CA,,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
University of St. Mary,regional-universities-midwest,University of St Mary University of Saint Mary,KS,Leavenworth,66048,midwest,True,private,#84,84,True,19,,61,29880,3.3,,,732,,975,,975-1170,19-23,"Private, Coed",1923,Roman Catholic,Semester,Rural,$14.4 million,http://www.stmary.edu
University of St. Thomas,regional-universities-west,University of St Thomas University of Saint Thomas,TX,Houston,77006,west,True,private,#19,19,False,22,68,82,31460,3.6,,,2047,2.1,1060,24373.0,1060-1250,22-25,"Private, Coed",1947,Roman Catholic,Semester,Urban,$102.4 million,http://www.stthom.edu
University of St. Thomas,national-universities,University of St Thomas University of Saint Thomas,MN,St. Paul,55105,,True,private,#139,139,True,24,55,82,42736,3.6,3.0,,6395,2.7,1130,33579.0,1130-1380,24-29,"Private, Coed",1885,Roman Catholic,4-1-4,Urban,$436.2 million +,http://www.stthomas.edu
University of Tampa,regional-universities-south,,FL,Tampa,33606,south,True,private,#17,17,True,22,57,49,29992,3.4,,,8443,2.7,1090,31169.0,1090-1250,22-27,"Private, Coed",1931,None,Semester,Urban,$41.8 million,http://www.ut.edu
University of Tennessee,national-universities,,TN,Knoxville,37996,,True,public,#104,104,True,25,42,78,31454,3.6,2.9,,22815,3.4,1150,40919.0,1150-1330,25-31,"Public, Coed",1794,None,Semester,Urban,$728.3 million,http://utk.edu
University of Tennessee--Chattanooga,national-universities,University of Tennessee Chattanooga,TN,Chattanooga,37403,,True,public,#293-#381,-1,False,21,,76,25774,3.6,2.0,,10239,2.6,990,,990-1210,21-27,"Public, Coed",1886,None,Semester,City,$176.9 million +,http://www.utc.edu
University of Tennessee--Health Science Center,health,,TN,Memphis,,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,
University of Tennessee--Martin,regional-universities-south,University of Tennessee Martin,TN,Martin,38238,south,True,public,#28,28,True,21,4,69,15788,3.5,2.4,,6694,2.2,,22323.0,N/A,21-26,"Public, Coed",1900,None,Semester,Rural,$39.4 million,http://www.utm.edu
University of Texas--Arlington,national-universities,UT Arlington University of Texas Arlington,TX,Arlington,76019,,True,public,#293-#381,-1,False,20,,80,28129,,2.4,,34472,2.9,1060,,1060-1260,20-26,"Public, Coed",1895,None,Semester,Urban,$159.7 million +,http://www.uta.edu
University of Texas--Austin,national-universities,UT Austin University of Texas Austin,TX,Austin,78705,,True,public,#48,48,True,27,5,39,38228,,4.2,,40804,4.4,1230,46283.0,1230-1480,27-33,"Public, Coed",1883,None,Semester,Urban,$4.0 billion +,http://www.utexas.edu
University of Texas--Dallas,national-universities,University of Texas Dallas,TX,Richardson,75080,,True,public,#147,147,True,25,30,81,38168,,2.8,,19872,3.3,1220,40144.0,1220-1440,25-32,"Public, Coed",1969,None,Semester,Suburban,$531.4 million,https://www.utdallas.edu
University of Texas--El Paso,national-universities,UTEP University of Texas El Paso,TX,El Paso,79968,,True,public,#293-#381,-1,False,17,,100,22429,3.3,2.2,,21464,2.4,940,,940-1130,17-22,"Public, Coed",1914,None,Semester,Urban,$262.4 million,http://www.utep.edu
University of Texas Health Science Center--Houston,health,University of Texas Health Science Center Houston,TX,Houston,77225,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.uth.tmc.edu/
University of Texas Health Science Center--San Antonio,medical,University of Texas Health Science Center San Antonio,TX,San Antonio,78284,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.uthscsa.edu/
University of Texas MD Anderson Cancer Center,health,,TX,Houston,,,True,public,Unranked,-2,False,,,,,,,,356,,,,N/A,N/A,"Public, Coed",1941,None,Semester,Urban,N/A,https://www.mdanderson.org/education-training/degrees-programs/school-of-health-professions.html
University of Texas Medical Branch--Galveston,medical,University of Texas Medical Branch Galveston,TX,Galveston,77555,,True,public,Unranked,-2,False,,,,20482,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.utmb.edu/
University of Texas of the Permian Basin,regional-universities-west,,TX,Odessa,79762,west,True,public,#82,82,True,17,,83,10115,,2.3,,4744,,970,,970-1130,17-22,"Public, Coed",1973,None,Semester,City,$48.7 million,http://www.utpb.edu
University of Texas--Rio Grande Valley,national-universities,,TX,Edinburg,78539,,True,public,#293-#381,-1,False,17,,81,17773,,2.5,,24678,2.0,950,,950-1120,17-22,"Public, Coed",2013,None,Semester,N/A,N/A,http://www.utrgv.edu/en-us/index.htm
University of Texas--San Antonio,national-universities,University of Texas San Antonio,TX,San Antonio,78249,,True,public,#293-#381,-1,False,20,,79,24722,,2.1,,27988,2.6,1040,,1040-1220,20-25,"Public, Coed",1969,None,Semester,Suburban,$164.0 million +,http://www.utsa.edu
University of Texas--Tyler,national-universities,University of Texas Tyler,TX,Tyler,75799,,True,public,#293-#381,-1,False,21,,78,22752,3.3,2.6,,7333,2.0,1080,,1080-1280,21-27,"Public, Coed",1971,None,Semester,City,$87.8 million,http://www.uttyler.edu
University of the Arts,specialty-arts,UArts,PA,Philadelphia,19102,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1876,None,Semester,Urban,N/A,http://www.uarts.edu
University of the Cumberlands,national-universities,,KY,Williamsburg,40769,,True,private,#293-#381,-1,False,19,,74,,,,,,,910,,910-1130,19-25,"Private, Coed",1888, Baptist,Differs by program,Rural,N/A,http://www.ucumberlands.edu
University of the District of Columbia,regional-universities-north,UDC,DC,Washington,20008,north,True,public,#129-#170,-1,False,,,69,12704,,2.1,,3867,,,,N/A,N/A,"Public, Coed",1976,None,Semester,Urban,$49.1 million +,http://www.udc.edu/
University of the Incarnate Word,national-universities,,TX,San Antonio,78209,,True,private,#272,272,True,17,,88,32576,3.5,,,5558,,950,,950-1140,17-22,"Private, Coed",1881,Roman Catholic,Semester,Urban,$142.0 million +,http://www.uiw.edu
University of the Ozarks,regional-colleges-south,,AR,Clarksville,72830,south,True,private,#7,7,False,19,71,90,25950,3.4,,,872,,940,32642.0,940-1140,19-23,"Private, Coed",1834,Presbyterian Church (USA),Semester,Rural,$114.8 million +,https://www.ozarks.edu
University of the Pacific,national-universities,,CA,Stockton,95211,,True,private,#125,125,True,22,70,63,49588,3.5,2.9,,3701,2.5,1120,35972.0,1120-1350,22-30,"Private, Coed",1851,None,Semester,City,$453.0 million,http://www.pacific.edu
University of the Potomac,specialty-business,,DC,Washington,20005,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Proprietary, Coed",1991,None,Continuous,Urban,N/A,//www.potomac.edu
University of the Sacred Heart,regional-universities-south,,PR,Santurce,00914,south,True,private,Unranked,-2,False,,,,5343,3.3,,,4239,,,,N/A,N/A,Private,1935,Roman Catholic,Semester,City,$23.0 million,//www.sagrado.edu/
University of the Sciences,health,,PA,Philadelphia,19104,,True,private,Unranked,-2,False,23,,60,25000,3.7,,,1231,,1120,,1120-1310,23-29,"Private, Coed",1821,None,Semester,Urban,N/A,http://www.usciences.edu
The University of the South,national-liberal-arts-colleges,Sewanee University of the South Sewanee University of the South,TN,Sewanee,37383,,True,private,#43,43,True,25,46,65,46472,,,,1698,,1200,31621.0,1200-1390,25-31,"Private, Coed",1857,Protestant Episcopal,Semester,Rural,$411.0 million,http://www.sewanee.edu
University of the Southwest,regional-universities-west,,NM,Hobbs,88240,west,True,private,#87-#113,-1,False,,,35,,,,,,,,,N/A,N/A,"Private, Coed",1962,None,Semester,Rural,N/A,http://www.usw.edu
University of the Virgin Islands,regional-colleges-south,,VI,St. Thomas,00802,south,True,public,Unranked,-2,False,15,,95,14496,2.9,,,1734,,815,,815-1125,15-21,,,,,,,
University of the West,national-liberal-arts-colleges,,CA,Rosemead,91770,,True,private,#164-#215,-1,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1991,None,Semester,Suburban,N/A,//www.uwest.edu
University of Toledo,national-universities,,OH,Toledo,43606,,True,public,#293-#381,-1,False,20,,94,19994,3.5,2.1,,16065,2.5,1020,,1020-1240,20-26,"Public, Coed",1872,None,Semester,Urban,$306.9 million +,http://www.utoledo.edu
University of Toronto,unranked,,,Toronto,,,True,public,Unranked,-2,False,,,,,,,,68761,,,,N/A,N/A,"Public, Coed",1827,None,Semester,Urban,N/A,https://www.utoronto.ca/future-students
University of Tulsa,national-universities,,OK,Tulsa,74104,,True,private,#121,121,True,25,49,41,42238,3.9,2.1,,3296,2.5,1180,29701.0,1180-1410,25-32,"Private, Coed",1894,Presbyterian Church (USA),Semester,City,$1.1 billion +,http://utulsa.edu
University of Utah,national-universities,,UT,Salt Lake City,84112,,True,public,#104,104,True,22,13,67,30132,3.6,3.0,,24743,3.5,1130,39205.0,1130-1350,22-29,"Public, Coed",1850,None,Semester,Urban,$1.1 billion,http://www.utah.edu
University of Valley Forge,regional-colleges-north,,PA,Phoenixville,19460,north,True,private,#32,32,True,17,,59,22000,3.2,,,609,,960,,960-1148,17-21,"Private, Coed",1939, Assemblies of God Church,Semester,Suburban,N/A,https://www.valleyforge.edu/
University of Vermont,national-universities,UVM,VT,Burlington,05405,,True,public,#121,121,True,26,50,68,43690,3.6,2.3,,11328,2.9,1180,38431.0,1180-1360,26-31,"Public, Coed",1791,None,Semester,Suburban,$490.8 million,http://www.uvm.edu
